Time	USDT_ETH / Free Float Supply (native units)
20220208	38877424217
20220209	38877424217
20220210	38877424217
20220211	38877924217
20220212	38877924217
20220213	38877924217
20220214	38812924217
20220215	38812424217
20220216	38812424217
20220217	38813124217
20220218	39013124217
20220219	39013124217
20220220	39013124217
20220221	38963124217
20220222	38961624217
20220223	38939124217
20220224	38859624217
20220225	38855023460
20220226	38855023460
20220227	38855023460
20220228	38655023460
20220301	38504023460
20220302	38509023460
20220303	38241023460
20220304	38441023460
20220305	38441023460
20220306	38441023460
20220307	38391423460
20220308	38471423460
20220309	38316823460
20220310	38316823460
20220311	38266823460
20220312	38266823460
20220313	38236823460
20220314	38236823460
20220315	38236823460
20220316	38236823460
20220317	38211823460
20220318	38154323460
20220319	38154323460
20220320	38104323460
20220321	38028323460
20220322	37978573210
20220323	37958573210
20220324	37891573210
20220325	37891573210
20220326	37891573210
20220327	37851573210
20220328	37901573210
20220329	37921573210
20220330	37921573210
20220331	37921573210
20220401	38001573210
20220402	37991573210
20220403	37991573210
20220404	37991573210
20220405	37966573210
20220406	37966573210
20220407	38009573210
20220408	38025573210
20220409	37995573210
20220410	37995573210
20220411	37998573210
20220412	37998573210
20220413	37998573210
20220414	37998573210
20220415	37999573210
20220416	37999573210
20220417	37999573210
20220418	38024573210
20220419	37959573210
20220420	38059573210
20220421	38059573210
20220422	38059083209
20220423	38059083209
20220424	38059083209
20220425	38060083209
20220426	38040083209
20220427	38020083209
20220428	38090083209
20220429	38090083209
20220430	38090083209
20220501	38090083209
20220502	38050083209
20220503	38041083209
20220504	38029083209
20220505	38114083217
20220506	38044083217
20220507	38024083209
